Ward,Sub,Building Name,Building Address,Total Electors,Additions to the Voters List,Deletions to the Voters List,Corrections to the Voters List,School Board - Public,School Board - Catholic,School Board - French Public,School Board - French Catholic,School Board - Non Resident,Total Eligible Electors,Number Voted,% Voted,Rejected Ballots,Declined Ballots
8,49,Maria A. Shchuka Library,1745 Eglinton Avenue West,2409,37,39,8,1471,883,10,3,43,2410,478,20%,5,0
8,50,Roselawn Marlee Apartments,855 Roselawn Avenue,2490,40,45,11,2006,467,11,3,1,2488,578,23%,0,0
8,51,The Ascot,135 Marlee Avenue,297,11,18,3,257,29,4,0,0,290,116,40%,0,0
8,52,Fernwood Apartments,145 Marlee Avenue,537,17,36,1,418,93,2,0,5,518,166,32%,0,0
8,53,The Castlefield,377 Ridelle Avenue,343,11,6,1,292,56,0,1,0,349,89,26%,0,0
8,54,Briar Hill Towers,155 Marlee Avenue,462,5,4,0,420,40,3,0,0,463,140,30%,0,0
8,55,Ridley Towers,370 Ridelle Avenue,278,7,3,2,240,42,1,0,0,283,93,33%,1,0
8,56,The Allenway,360 Ridelle Avenue,485,8,7,2,426,56,2,0,0,484,150,31%,0,0
8,57,West Preparatory Public School,70 Ridge Hill Drive,2545,27,39,5,2452,59,8,0,21,2540,659,26%,0,1
8,58,Forest Hill Place,645 Castlefield Avenue,128,6,40,1,94,0,0,0,0,94,41,44%,0,0
8,59,Dorothy Klein Seniors Residence,668 Roselawn Avenue,141,7,4,0,126,18,0,0,0,144,63,44%,0,0
8,60,Forest Hill Collegiate Institute,730 Eglinton Avenue West,1912,22,89,12,1712,118,7,6,3,1846,431,23%,0,0
8,61,North Preparatory Junior School,1100 Spadina Road,2316,23,66,12,2062,205,5,2,4,2278,523,23%,0,0
8,62,Allenby Jr. Public School,391 St. Clements Avenue,2671,35,28,4,2554,106,12,6,0,2678,706,26%,0,0
8,63,Marshall McLuhan Secondary School,1107 Avenue Road,1806,53,35,5,1696,108,8,6,7,1825,471,26%,1,0
8,64,Amica on the Avenue,1066 Avenue Rd,30,20,0,0,50,0,0,0,0,50,31,62%,0,0
8,65,Eglinton St. Georges United Church,35 Lytton Blvd,1931,32,32,4,1783,117,13,5,9,1927,548,28%,1,0
8,66,500 Duplex Avenue,500 Duplex Avenue,371,18,36,2,325,22,3,3,0,353,139,39%,0,0
8,67,Northern District Library,40 Orchard View Blvd.,1992,50,54,9,1850,125,12,4,4,1995,494,25%,0,0
8,68,Berkshire House,411 Duplex Avenue,362,5,13,1,321,34,0,0,0,355,99,28%,0,0
8,97,Mail in Voting,,,,,,,,,,,,1024,,0,0
8,98,Armour Heights Community Centre,2140 Avenue Road,,95,53,57,,,,,,,3537,,7,0
8,99,Glen Long Community Centre,35 Glen Long Avenue,,56,50,54,,,,,,,1836,,6,1
8 Total,,,,79799,1605,1986,443,64786,13837,318,154,323,79418,25082,32%,44,16
9,1,St. Hilda's Anglican Church,2353 Dufferin Street,2144,41,31,8,1235,900,6,2,16,2159,409,19%,0,0
9,2,St. John Bosco Catholic School,75 Holmesdale Road,2275,27,21,13,1192,1079,14,5,2,2292,456,20%,1,0
9,3,F.H. Miller Jr. Public School,300 Caledonia Road,1838,25,25,6,1027,801,6,1,5,1840,309,17%,0,0
9,4,St. Nicholas of Bari School,363 Rogers Road,1727,35,21,2,861,863,12,2,10,1748,284,16%,3,0
9,5,St. Matthew Catholic School,18 Lavender Road,1308,10,15,8,714,574,4,0,12,1304,217,17%,0,0
9,6,Rawlinson Community School,231 Glenholme Avenue,2427,72,39,15,1757,652,17,10,25,2461,626,25%,0,0
9,7,Oakwood Collegiate,991 St. Clair Ave West,2357,65,58,10,1968,352,20,10,21,2371,582,25%,1,0
9,8,St. Clare Catholic School,124 Northcliffe Blvd.,2085,63,42,7,1344,743,11,10,2,2110,503,24%,0,1
9,9,Stella Maris Catholic School,31 Ascot Avenue,2375,40,31,13,1294,1069,10,9,16,2398,463,19%,0,0
9,10,Dufferin/St. Clair Library,1625 Dufferin Street,1545,57,25,15,1244,305,18,1,12,1580,434,27%,0,0
9,11,Loretto College Catholic School,151 Rosemount Avenue,3070,87,34,16,1887,1194,6,6,37,3130,651,21%,0,0
9,12,J.J. Piccininni Community Centre,1369 St Clair Avenue West,2256,64,21,7,1285,977,18,8,19,2307,477,21%,0,0
9,13,Cornerstone Baptist Tabernacle,21 Blackthorn Avenue,1837,31,17,6,1101,727,7,3,14,1852,367,20%,0,0
9,14,St. Clair Silverthorn Public Library,1748 St Clair Ave W,871,9,13,4,558,298,4,0,6,866,167,19%,1,0
9,15,Carleton Village Public School,315 Osler St,1208,35,24,5,848,355,11,2,7,1223,305,25%,0,0
9,16,Davenport-Perth Centre ,1900 Davenport Road,1240,39,26,5,804,432,4,7,13,1260,258,20%,0,0
9,17,Pelham Park Gardens,61 Pelham Park Gardens,504,29,7,1,418,106,1,1,0,526,105,20%,0,0
9,18,Ecole elementaire Charles-Sauriol,55 Pelham Avenue,2080,82,30,16,1585,531,24,5,2,2147,494,23%,1,0
9,19,St. Rita Catholic School,178 Edwin Avenue,714,34,21,4,525,181,8,2,17,733,235,32%,0,0
9,20,St. Luigi Catholic School,2 Ruskin Avenue,2084,89,73,11,1454,606,20,7,13,2100,648,31%,0,0
9,21,Fuse 1 & 2,1410 Dupont Street,687,27,11,3,668,30,3,1,0,702,198,28%,0,0
9,22,St. Mary of the Angels School,1477 Dufferin Street,2233,78,29,7,1450,798,16,2,18,2284,554,24%,0,0
9,23,Wallace-Emerson Community Centre,1260 Dufferin Street,2837,106,38,11,2244,622,16,11,21,2914,626,21%,3,0
9,24,Dovercourt Public School,228 Bartlett Avenue,1937,86,28,8,1525,431,21,12,11,2000,562,28%,4,1
9,25,Dovercourt Boys and Girls Club,180 Westmoreland Avenue,1568,84,35,5,1102,475,16,12,7,1612,525,33%,2,0
9,26,The Salvation Army,789 Dovercourt Road,1775,124,40,2,1461,375,14,3,11,1864,548,29%,0,0
9,27,St. Anthony Catholic School,130 Shanly St,1126,57,19,6,847,301,7,0,9,1164,357,31%,0,0
9,28,New Horizons Tower,1140 Bloor Street West,84,29,27,0,76,9,1,0,0,86,49,57%,0,0
9,30,Pauline Jr. Public School,100 Pauline Avenue,1737,66,39,9,1167,584,11,1,3,1766,435,25%,0,0
9,31,St. Sebastian Catholic School,717 Brock Avenue,1880,78,31,11,1334,577,17,0,11,1939,465,24%,0,0
9,32,Tamil Co-Op Homes,20 Wade Avenue,807,47,23,4,661,147,4,5,16,833,190,23%,0,0
9,33,Rankin Apartments,55 Rankin Crescent,1266,56,16,3,1183,105,12,3,8,1311,413,32%,0,0
9,34,Perth Avenue Co-Op,120 Perth Avenue,2227,66,60,3,1811,392,21,9,5,2238,679,30%,2,1
9,35,Ecole Saint-Frere-Andre,330 Lansdowne Avenue,2445,177,48,7,1821,751,15,3,15,2605,616,24%,3,0
9,36,St. Mary Catholic Academy,66 Dufferin Park Avenue,1487,81,41,6,1267,228,24,2,4,1525,454,30%,0,0
9,37,Portuguese Speaking Presb. Church,100 Hepbourne Street,1971,94,42,3,1757,232,21,6,12,2028,613,30%,1,0
9,38,Dewson Street Public School,65 Concord Avenue,2220,177,79,10,1942,335,31,8,17,2333,632,27%,3,0
9,39,St. Helen Catholic School,1196 College Street,3107,150,55,17,2115,1014,29,9,50,3217,680,21%,0,3
9,40,Bill McMurray Residence,180 Sheridan Avenue,72,10,0,0,81,1,0,0,0,82,27,33%,0,0
9,41,Shirley Street Public School,38 Shirley Street,1715,108,28,2,1318,454,12,4,16,1804,463,26%,0,0
9,42,Mary McCormick Recreation Centre,66 Sheridan Avenue,2491,132,55,10,1859,668,19,12,32,2590,572,22%,0,0
9,43,St. Anne's Place,661 Dufferin Street,9,23,2,0,28,2,0,0,0,30,30,100%,0,0
9,44,Ossington/Old Orchard Public School,380 Ossington Avenue,1801,123,48,7,1436,408,22,1,18,1885,482,26%,1,0
9,45,Terra Nova,1289 Dundas Street West,169,6,2,0,124,49,0,0,0,173,71,46%,0,8
9,46,Fairview Nursing Home,14 Cross Street,30,2,1,0,23,8,0,0,0,31,4,13%,0,0
9,47,Alexander Muir/Gladstone School,108 Gladstone Avenue,3303,123,109,6,2677,582,37,10,13,3319,666,20%,1,8
9,48,The Carnaby,20 Minowan Miikan Lane,597,24,17,1,580,13,5,4,0,602,168,28%,0,0
9,49,Bohemian Embassy,1169 Queen Street West,336,40,8,1,354,8,4,2,0,368,123,34%,0,1
9,50,Epic on Triangle Park,68 Abell St,453,17,22,1,433,12,1,2,0,448,94,21%,0,0
9,51,Westside Gallery Lofts,150 Sudbury Street,679,27,13,2,657,34,4,0,0,695,209,30%,0,1
9,52,45 Lisgar Street,45 Lisgar Street,471,39,13,1,476,17,3,3,1,500,161,33%,0,3
9,97,Mail in Voting,,,,,,,,,,,,827,,0,0
9,98,J.J Piccininni Community Centre,1369 St Clair Avenue West,,176,66,34,,,,,,,2565,,2,2
9,99,Mary McCormick Recreation Centre,66 Sheridan Avenue,,210,68,48,,,,,,,1821,,0,2
9 Total,,,,79465,3577,1687,400,57578,22407,607,216,547,81355,24869,31%,29,31
10,1,Givins/Shaw Public School,49 Givins Street,2680,149,67,9,2156,550,27,9,36,2778,627,23%,1,0
10,2,Trinity Community Recreation Centre,155 Crawford Street,2984,89,94,7,2589,334,37,19,9,2988,584,20%,1,0
10,3,Maynard Nursing Home,28 Halton Street,32,3,24,0,7,4,0,0,0,11,4,45%,0,1
10,4,Centre for Addiction and Mental Health,1025 Queen St W,0,17,0,0,17,0,0,0,0,17,17,100%,0,0
10,5,DNA3,1030 King St W,603,41,16,3,606,18,3,3,1,631,157,25%,0,0
10,6,DNA II,1005 King Street West,642,17,15,3,594,39,6,1,0,640,161,25%,0,0
10,7,Bridge Condominiums,38 Joe Shuster Way,602,31,19,0,590,23,0,1,0,614,144,23%,2,0
10,8,Toy Factory Lofts,43 Hanna Avenue,1941,100,11,8,1956,66,5,6,0,2033,383,19%,0,0
10,9,Battery Park at Liberty Village,50 Lynn Williams St,1015,42,12,2,980,55,4,6,0,1045,218,21%,0,0
10,10,King West Condos in Liberty Village,75 East Liberty Street,1257,51,19,7,1232,54,3,0,2,1291,301,23%,0,1
10,11,Liberty Towers,59 East Liberty Street,652,25,2,2,627,42,3,4,0,676,163,24%,0,0
10,12,Niagara Street Public School,222 Niagara Street,2440,80,50,8,2101,337,24,10,6,2478,546,22%,1,0
10,13,St. Matthias Anglican Church,45 Bellwoods Avenue,1807,92,37,6,1583,259,21,4,15,1882,409,22%,0,0
10,14,Scadding Court Community Centre,707 Dundas Street West,1796,80,50,5,1485,317,16,4,12,1834,341,19%,0,0
10,15,The Meeting Place,588 Queen Street West,0,14,0,0,14,0,0,0,0,14,14,100%,0,0
10,16,Alexandra Park,91 Augusta Avenue,604,30,12,2,598,21,1,0,2,622,156,25%,2,0
10,17,Alexandra Park Community Centre,105 Grange Court,1171,135,52,0,1143,61,4,3,47,1258,294,23%,0,0
10,18,Ogden Public School,33 Phoebe Street,1510,88,27,9,1478,61,10,2,25,1576,416,26%,0,0
10,19,Beverley Manor,168 John Street,188,2,5,0,176,9,0,0,0,185,56,30%,0,0
10,20,University Settlement Rec Centre,23 Grange Road,2473,71,77,9,2286,143,14,13,12,2468,514,21%,0,0
10,21,Sheraton Centre Hotel,123 Queen St W,1597,23,58,4,1485,55,2,3,16,1561,167,11%,0,0
10,22,Block 32,150 Dan Leckie Way,1279,42,13,3,1210,99,3,1,0,1313,231,18%,0,0
10,23,N2,15 Fort York Blvd,1155,30,10,1,1122,47,2,6,0,1177,144,12%,0,0
10,24,John Gibson House,229 Crawford St,1,17,1,0,13,4,0,0,0,17,17,100%,1,0
10,25,Allan A. Lamport Stadium,1155 King St W,2452,107,67,5,2187,259,18,9,21,2494,462,19%,0,2
10,26,Parade,21 Iceboat Terrace,1407,24,14,8,1345,60,10,7,1,1423,151,11%,0,1
10,27,St. Andrew's Centre,73 Simcoe St,2766,59,181,7,2415,107,12,5,108,2647,320,12%,0,0
10,28,Metro Hall,55 John Street,3725,96,78,7,3627,92,16,3,12,3750,459,12%,0,0
10,29,Cinema Tower,21 Widmer Street,403,14,11,1,395,9,1,0,0,405,72,18%,0,0
10,30,The Pinnacle on Adelaide,295 Adelaide Street West,451,18,9,0,448,9,0,0,1,458,83,18%,0,0
10,31,The Bond,290 Adelaide Street West,0,40,0,0,40,0,0,0,0,40,40,100%,0,0
10,32,Picasso,318 Richmond St W,315,13,1,3,315,9,1,1,0,326,75,23%,0,0
10,33,Peter Street Condos,101 Peter St,326,9,5,1,318,6,2,3,1,330,28,8%,0,0
10,34,Charlie,8 Charlotte St,280,13,7,1,277,7,1,1,0,286,55,19%,0,0
10,35,The Hudson Condos,438 King St W,332,8,15,4,304,21,2,1,0,328,97,30%,0,0
10,36,M5V Condominiums,375 King Street West,314,21,12,1,315,7,1,0,0,323,70,22%,0,0
10,37,King Blue Condos,355 King St W,435,15,2,0,446,1,1,0,0,448,52,12%,0,0
10,38,Portland Place,163 Portland Street,59,0,4,0,49,3,3,0,0,55,25,45%,0,0
10,39,Fashion House,560 King St W,184,10,2,0,185,5,1,0,0,191,56,29%,0,0
10,40,University Plaza Condos,140 Simcoe Street,276,8,16,0,245,21,1,0,0,267,52,19%,0,0
10,41,Musee,525 Adelaide St W,532,16,8,0,531,6,0,0,0,537,101,19%,0,0
10,42,OneEleven Condos,111 Bathurst St,218,4,10,0,206,2,3,0,0,211,45,21%,0,0
10,43,St. Mary Catholic School,20 Portugal Square,3040,95,92,6,2839,144,20,7,29,3039,497,16%,1,0
10,44,Niagara Neighbourhood Housing Co-op,180 Niagara Street,1805,84,31,6,1733,102,16,5,5,1861,381,20%,0,0
10,45,Citysphere,801 King Street West,481,20,7,2,461,32,2,2,0,497,157,32%,0,0
10,46,Minto Westside,27 Bathurst St,502,51,4,1,543,10,2,0,0,555,116,21%,0,1
10,47,The Summit,701 King Street West,951,32,23,5,868,73,10,9,1,961,266,28%,0,0
10,48,Thompson Residences ,629 King St W,63,2,1,0,63,1,0,0,0,64,7,11%,0,0
10,50,Reve Condominiums,560 Front Street West,327,16,7,1,310,23,0,4,0,337,71,21%,0,0
10,51,Fortune at Fort York,65 Grand Magazine St,256,12,0,1,262,5,1,0,0,268,41,15%,0,0
10,52,Canoe Landing Community Rec Centre,45 Fort York Blvd,3555,58,71,1,3332,188,18,9,2,3549,472,13%,0,0
10,53,Atlantis Aquarius,231 Fort York Blvd,2195,60,32,6,2090,121,6,4,2,2223,372,17%,0,0
10,54,York Harbour Club Condo,38 Grand Magazine Street,527,31,8,4,521,25,2,2,1,551,125,23%,0,0
10,55,West Harbour City 1,628 Fleet Street,690,26,26,9,617,66,3,3,1,690,174,25%,0,0
10,56,West Harbour City 2,21 Grand Magazine Street,440,16,2,2,414,37,3,0,0,454,123,27%,0,0
10,57,Quay West at Tip Top,90 Stadium Road,709,21,9,2,675,41,2,3,0,721,149,21%,3,0
10,58,Malibu Harbourfront,600 Fleet Street,553,16,9,2,516,40,1,2,0,559,127,23%,0,0
10,59,Waterfront Neighbourhood Centre,627 Queen's Quay West,3732,63,103,10,3335,314,28,17,1,3695,655,18%,0,0
10,60,Panorama,38 Dan Leckie Way,398,14,7,2,381,25,0,0,0,406,76,19%,0,0
10,61,Fort York Library,190 Fort York Blvd.,1782,44,27,6,1731,55,6,9,2,1803,226,13%,0,0
10,62,The Lakefront,17 Bathurst St,312,24,6,0,323,7,0,0,0,330,62,19%,0,0
10,63,Zen King West,19 Western Battery Rd,339,24,4,0,356,7,0,0,0,363,73,20%,0,0
10,64,Ward's Island Assoc. Clubhouse,20 Withrow St,582,1,14,0,556,8,5,2,0,571,289,51%,0,0
10,65,Harbour View Estates,11 Mariner Terrace,1900,36,68,11,1734,110,17,6,0,1867,271,15%,0,0
10,66,Ten York,10 York St,468,13,1,0,467,12,0,1,0,480,47,10%,0,0
10,67,Westin Harbour Castle,1 Harbour Square,5009,72,100,15,4655,286,23,18,2,4984,557,11%,2,0
10,68,The Optima,81 Navy Wharf Court,504,12,18,2,448,46,3,1,0,498,101,20%,0,0
10,69,The Apex,381 Front Street West,1549,44,35,10,1424,116,11,5,0,1556,284,18%,0,0
10,70,Fly Condos,352 Front St W,436,11,6,0,425,15,1,0,0,441,82,19%,0,0
10,71,Element Condominium,20 Blue Jays Way,396,15,7,2,373,26,0,4,1,404,107,26%,0,0
10,72,The Icon,270 Wellington Street West,663,27,9,3,610,59,8,3,0,680,141,21%,0,0
10,73,The Tridel,300 Front Street West,392,9,5,1,385,10,0,0,1,396,42,11%,0,0
10,74,The Tower at King West Liberty Village,125 Western Battery Road,504,27,15,4,491,25,2,0,0,518,126,24%,0,0
10,75,Lighthouse West,15 Lower Jarvis St,618,23,9,3,621,12,0,0,0,633,115,18%,0,0
10,76,Monde Condos,12 Bonnycastle St,380,19,1,0,391,6,1,0,0,398,79,20%,0,0
10,77,George Brown College,51 Dockside Dr,600,26,9,1,595,12,1,5,1,614,157,26%,0,0
10,78,Residences of Maple Leaf Square,55 Bremner Blvd,690,15,9,2,676,15,4,0,0,695,81,12%,0,0
10,79,Harbour Plaza Residences,88 Harbour St,836,15,13,1,819,16,1,4,0,840,70,8%,0,0
10,80,Number One York Quay,77 Harbour Square,1038,18,18,15,947,75,9,5,2,1038,264,25%,0,0
10,81,Harbourside,55 Harbour Square,878,19,34,5,790,61,5,7,0,863,290,34%,0,1
10,82,33 Harbour Square,33 Harbour Square,758,21,28,3,679,60,9,1,2,751,252,34%,0,0
10,83,Pier 27,39 Queens Quay East,976,24,16,3,954,27,3,0,0,984,175,18%,0,0
10,84,Residences of the World Trade Centre,10 Queen's Quay West,909,40,42,2,832,65,7,5,0,909,263,29%,0,0
10,85,The Pinnacle,16 Yonge Street,1913,27,67,5,1771,90,5,8,0,1874,275,15%,0,0
10,86,18 Yonge,18 Yonge St,484,18,27,2,445,26,3,3,0,477,98,21%,0,4
10,88,25 The Esplanade,25 The Esplanade,749,25,14,0,695,54,3,7,0,759,239,31%,0,0
10,89,Old York Tower,85 The Esplanade,731,10,21,8,610,96,4,8,0,718,224,31%,0,0
10,90,St. Michael Catholic School,50 George Street South,3051,131,111,20,2629,310,70,73,1,3083,787,26%,2,1
10,91,15 Scadding Avenue,15 Scadding Avenue,240,15,3,0,190,61,2,0,0,253,86,34%,0,0
10,93,Young Centre for the Performing Arts,50 Tank House Lane,1485,40,26,6,1403,74,12,6,0,1495,371,25%,0,0
10,94,Aqualina at Bayside,15 Merchants' Wharf,96,2,0,0,98,2,0,0,0,100,29,29%,0,0
10,97,Mail in Voting,,,,,,,,,,,,1074,,3,0
10,98,Trinity Community Recreation Centre,155 Crawford Street,,134,60,39,,,,,,,1713,,0,0
10,99,Canoe Landing Community Rec Centre,45 Fort York Blvd,,129,66,69,,,,,,,2127,,4,1
10 Total,,,,94396,3471,2434,424,87779,6313,587,373,381,95433,23293,24%,23,13
11,1,Essex Public School,50 Essex Street,2693,186,43,23,2336,451,37,8,7,2839,940,33%,2,0
11,2,Bob Abate Community Recreation Centre,485 Montrose Avenue,2891,168,86,9,2337,559,41,10,29,2976,851,29%,2,1
11,3,The O'Neill Centre,33 Christie Street,80,15,0,0,61,34,0,0,0,95,21,22%,0,0
11,5,Palmerston Avenue Public School,734 Palmerston Avenue,2683,173,66,6,2444,263,27,14,51,2799,928,33%,0,0
11,6,St. Albans Boys and Girls Club,843 Palmerston Avenue,1588,100,51,8,1489,123,14,5,8,1639,643,39%,1,0
11,8,Royal St. George's College,100 Howland Avenue,2252,170,76,11,2172,133,38,9,5,2357,758,32%,4,0
11,9,Native Canadian Centre of Toronto,16 Spadina Road,2701,111,93,10,2554,125,30,10,4,2723,737,27%,0,1
11,10,Wigwamen Terrace,14 Spadina Rd,112,10,0,0,111,11,0,0,0,122,52,43%,0,0
11,11,Toronto Baha'i Centre,288 Bloor St W,2173,55,101,6,1974,92,19,6,29,2120,570,27%,2,1
11,12,Friends House,60 Lowther Avenue,2071,104,133,15,1892,129,14,5,4,2044,557,27%,0,0
11,13,The Annex Retirement Residence,123 Spadina Road,68,22,1,0,88,2,0,0,0,90,31,34%,0,0
11,14,St. George Care Community,225 St. George St,96,1,54,0,37,2,2,2,0,43,15,35%,0,0
11,15,250 Davenport Road,250 Davenport Road,423,15,9,2,381,46,1,1,0,429,99,23%,0,0
11,16,Church of the Messiah,240 Avenue Road,2306,155,99,4,2181,137,30,11,6,2365,570,24%,0,0
11,17,Ramsden Place Apartments,50 Hillsboro Avenue,437,5,9,0,407,21,3,1,0,432,134,31%,0,0
11,18,Hazelton Place,111 Avenue Road,146,48,2,0,174,17,0,1,0,192,65,34%,0,0
11,19,Toronto Reference Library,789 Yonge St,2049,42,45,5,1956,63,12,8,6,2045,374,18%,0,0
11,20,Jesse Ketchum Public School,61 Davenport Road,2318,47,29,3,2159,150,10,8,12,2339,548,23%,0,0
11,21,Belmont House,55 Belmont Street,40,41,18,0,58,5,0,0,0,63,53,84%,1,0
11,22,McMurrich Place,18 Davenport Road,1363,33,29,10,1275,76,10,4,3,1368,361,26%,1,0
11,23,St. Clare's Multifaith Housing Society,877 Yonge Street,77,7,7,0,65,11,0,1,0,77,7,9%,0,0
11,24,Rosedale Junior Public School,22 South Drive,2028,20,26,5,1887,114,15,7,4,2027,437,22%,2,0
11,25,Deer Park Public Library,40 St Clair Ave E,1248,33,36,9,1168,61,9,6,2,1246,356,29%,2,0
11,27,Our Lady of Perpetual Help School,1 1/2 Garfield Avenue,3224,67,26,12,2747,483,25,7,5,3267,866,27%,0,0
11,28,Bennington Heights Public School,76 Bennington Heights Drive,393,4,6,5,341,36,9,5,0,391,79,20%,0,0
11,29,Rosedale United Church,159 Roxborough Drive,1964,15,28,14,1675,255,15,9,0,1954,447,23%,0,0
11,30,Rosedale Presbyterian Church,129 Mount Pleasant Road,2090,44,47,13,1911,145,25,13,0,2094,492,23%,0,0
11,31,Kensington Apartments,21 Dale Avenue,546,15,17,1,489,46,8,1,0,544,217,40%,0,2
11,33,The Bellagio on Bloor,300 Bloor Street East,380,6,6,4,353,23,4,0,0,380,141,37%,0,0
11,34,Rosedale Glen,278 Bloor Street East,275,7,0,1,265,14,3,0,0,282,146,52%,1,0
11,35,The Milan,825 Church St,267,13,3,1,276,2,0,0,0,278,83,30%,0,0
11,36,18 Yorkville,18 Yorkville Ave,358,9,2,1,339,25,0,3,0,367,87,24%,0,0
11,37,Eight Park Road,8 Park Road,304,11,5,1,286,21,3,0,0,310,78,25%,0,0
11,38,Residences on Bloor,235 Bloor Street East,465,4,14,2,410,38,3,4,0,455,102,22%,0,0
11,39,Couture Condominium,28 Ted Rogers Way,390,22,8,0,388,10,6,0,0,404,95,24%,0,0
11,40,X The Condominium,110 Charles Street East,403,16,6,4,397,10,2,4,0,413,89,22%,0,0
11,41,Toronto Grace Hospital,650 Church Street,0,20,0,0,20,0,0,0,0,20,20,100%,0,0
11,42,St. Andrew's United Church,117 Bloor Street East,1147,28,33,3,1066,57,9,3,5,1140,207,18%,0,0
11,43,Bloor Street Neighbourhood,35 Hayden St,282,10,3,1,283,5,0,1,0,289,69,24%,0,0
11,44,Casa 2,42 Charles St E,174,9,6,1,174,2,1,0,0,177,39,22%,0,0
11,45,One Bloor,1 Bloor St E,502,16,11,1,498,6,2,0,0,506,65,13%,0,0
11,46,The Uptown Residences,35 Balmuto St,220,6,5,1,206,13,1,1,0,221,53,24%,1,0
11,47,Manulife Centre,44 Charles Street West,911,22,28,1,820,71,5,5,4,905,299,33%,0,0
11,49,U Condominiums,1080 Bay St,449,5,6,0,441,3,0,2,0,446,50,11%,0,0
11,51,U of T - Carr Hall,100 St Joseph St,1814,49,198,17,1451,185,6,6,19,1667,325,19%,1,0
11,52,Old Victoria University,91 Charles St W,1717,90,180,3,1538,65,10,1,14,1628,309,19%,0,0
11,53,Hart House,7 Hart House Circle,1519,51,470,1,1079,7,2,3,8,1099,63,6%,0,0
11,54,Senator Croll Apartments,341 Bloor Street West,336,5,10,5,303,27,1,0,0,331,94,28%,0,0
11,55,The Wolfond Centre,36 Harbord Street,1127,55,74,7,1016,71,16,4,7,1114,304,27%,0,0
11,57,St. Vladimir Institute,620 Spadina Avenue,1608,63,80,1,1484,84,17,3,9,1597,226,14%,0,0
11,58,Tranzac Club,292 Brunswick Avenue,1216,74,46,0,1130,92,10,3,9,1244,362,29%,0,0
11,59,Harbord Collegiate Institute,286 Harbord Street,1965,144,70,4,1748,253,19,7,21,2048,563,27%,2,0
11,60,Montrose Public School,301 Montrose Avenue,2089,143,50,19,1580,557,30,6,15,2188,582,27%,2,0
11,62,Pope Francis Catholic School,319 Ossington Avenue,2458,129,66,16,1741,719,40,6,13,2519,589,23%,4,0
11,63,Bellwoods Park House,300 Shaw Street,19,3,7,0,16,0,0,0,0,16,11,69%,0,0
11,64,Leonardo Court,72 Clinton Street,179,4,2,1,169,12,0,0,0,181,70,39%,0,0
11,65,St. Francis of Assisi School,80 Clinton Street,1656,83,37,8,1311,351,13,4,22,1701,434,26%,0,1
11,66,Clinton Street Public School,460 Manning Avenue,1328,99,57,6,1145,192,24,3,10,1374,427,31%,0,1
11,67,College Street United Church,452 College Street,2222,152,67,7,1911,352,23,1,32,2319,677,29%,2,0
11,69,King Edward Public School,112 Lippincott Street,1188,112,39,0,1137,103,11,4,10,1265,346,27%,0,0
11,70,Kensington Gardens North,45 Brunswick Avenue,49,0,0,0,49,0,0,0,0,49,2,4%,0,0
11,71,Kensington Gardens South,25 Brunswick Avenue,103,0,0,0,101,2,0,0,0,103,2,2%,0,0
11,72,St.Stephen-In-The-Fields Church,103 Bellevue Ave,1538,66,48,2,1410,109,10,0,41,1570,243,15%,0,0
11,73,Kensington Manor,34 Oxford Street,979,45,20,8,946,38,9,1,13,1007,228,23%,0,1
11,74,The Scott Mission,502 Spadina Avenue,0,12,0,0,12,1,0,0,0,13,13,100%,0,0
11,76,Cecil Community Centre,58 Cecil Street,1481,88,73,2,1422,49,11,2,24,1508,262,18%,0,2
11,77,Mon Sheong Home for the Aged,36 D'Arcy Street,74,14,0,0,88,0,0,0,0,88,18,20%,0,0
11,78,St. Patrick's Parish Church,137 Mc Caul St,1337,65,72,5,1231,83,8,2,10,1334,221,17%,0,0
11,79,One Park Lane,280 Simcoe Street,472,24,7,9,443,36,7,4,0,490,164,33%,0,0
11,80,Chelsea Hotel,33 Gerrard St W,2029,107,184,12,1830,96,8,6,16,1956,392,20%,0,0
11,81,Horizon on Bay,633 Bay Street,556,8,19,0,499,35,6,4,0,544,130,24%,0,0
11,82,Aura at College Park,388 Yonge Street,508,27,13,2,506,10,4,0,3,523,76,15%,2,0
11,83,The Liberties,717 Bay Street,649,18,20,2,601,36,4,5,0,646,147,23%,0,1
11,84,Residences of College Park I & II,761 Bay St,947,22,16,2,919,32,0,1,0,952,173,18%,0,0
11,97,Mail in Voting,,,,,,,,,,,,1247,,3,0
11,98,Cecil Community Centre,58 Cecil Street,,213,79,18,,,,,,,2278,,3,1
11,99,Rosedale United Church,159 Roxborough Drive,,69,70,55,,,,,,,1881,,0,1
11 Total,,,,79750,3944,3347,405,71407,7487,722,251,480,80347,25690,32%,38,13
12,1,Lewis Garnsworthy Residence,2353 Dufferin Street,237,9,30,1,201,14,0,1,0,216,74,34%,0,0
12,2,Doug Saunders Apartments,1775 Eglinton Avenue West,580,21,5,1,459,134,1,0,3,597,175,29%,1,0
12,3,St. Thomas Aquinas School,636 Glenholme Avenue,2184,41,47,10,1564,580,15,4,20,2183,461,21%,4,0
12,4,Fairbank Community Centre,2213 Dufferin Street,1976,35,42,5,1164,783,7,1,16,1971,438,22%,4,1
12,5,D'Arcy McGee Catholic School,20 Bansley Avenue,3385,67,44,9,2296,1058,22,14,18,3408,658,19%,0,2
